ref_original,abstract,cited_by_count,gs_title
"Fischer, P., Schulz-Hardt, S., & Frey, D. (2008). Selective exposure and information quantity: how different information quantities moderate decision makers' preference for consistent and inconsistent information. Journal of personality and social psychology, 94(2), 231.","Empirical evidence on selective exposure to information after decisions is contradictory: Whereas many studies have found a preference for information that is consistent with one’s prior decision, some have found a preference for inconsistent information. The authors propose that different available information quantities moderate these contradictory findings. Four studies confirmed this expectation. When confronted with 10 pieces of information, decision makers systematically preferred decision-consistent information, whereas when confronted with only 2 pieces of information, they strongly preferred decision-inconsistent information (Study 1). This effect was not due to differences in processing complexity (Study 2) or dissonance processes (Study 3) but could be traced back to different salient selection criteria: When confronted with 2 pieces of information, the salient selection criterion was information direction (consistent vs. inconsistent), which caused a preference for inconsistent information. In contrast, when confronted with more than 2 pieces of information, the salient selection criterion was expected information quality, which caused a preference for consistent information (Study 4).American Psychological Association",237,[HTML][HTML] Selective exposure and information quantity: how different information quantities moderate decision makers' preference for consistent and inconsistent …
"Chartrand, T. L., & Bargh, J. A. (1999). The chameleon effect: The perception–behavior link and social interaction. Journal of Personality and Social Psychology, 76(6), 893–910.","The chameleon effect refers to nonconscious mimicry of the postures, mannerisms, facial expressions, and other behaviors of one's interaction partners, such that one's behavior passively and unintentionally changes to match that of others in one's current social environment. The authors suggest that the mechanism involved is the perception–behavior link, the recently documented finding (eg, JA Bargh, M. Chen, & L. Burrows, 1996) that the mere perception of another's behavior automatically increases the likelihood of engaging in that behavior oneself. Experiment 1 showed that the motor behavior of participants unintentionally matched that of strangers with whom they worked on a task. Experiment 2 had confederates mimic the posture and movements of participants and showed that mimicry facilitates the smoothness of interactions and increases liking between interaction partners. Experiment 3 showed that dispositionally empathic individuals exhibit the chameleon effect to a greater extent than do other people.American Psychological Association",6975,[HTML][HTML] The chameleon effect: the perception–behavior link and social interaction.
"Rule, N., & Ambady, N. (2008). The face of success: Inferences from chief executive officers' appearance predict company profits. Psychological Science 19(2), 109-111.","METHODStimuli We selected the 25 highest and 25 lowest ranked companies from the 2006 listing on the Fortune 500 Web site (http://money. cnn. com/magazines/fortune/fortune500). The information on this Web site included the companies’ Web addresses, which we used to obtain a photograph of each company’s CEO. 1 Each image was cropped tightly around the CEO’s head to remove all extrafacial information, was converted to gray scale, and was standardized in size. From the Fortune Web site, we also obtained information about each company’s financial performance (revenues and profits) for fiscal year (FY) 2005, the year on which the 2006 Fortune listing was based, as well as for the previous and following years (FY 2004 and FY 2006). In cases in which Fortune did not list the information, revenues and profits were obtained from Google Finance (http://finance. google. com) or the companies’ annual reports. Two companies were acquired by other companies during FY 2006 and were excluded from the analysis. Revenues and profits from FY 2004 through FY 2006 showed high consistency, mean rrevenues (45) 5. 99 and mean rprofits (45) 5. 93.Procedure One hundred undergraduates (ages 18–22; 65 female, 35 male) received credit in an introductory psychology class for making either trait ratings (n 5 50) or global assessments of leadership ability (ie,‘‘How good would this person be at leading a company?’’n 5 50), using 7-point scales. In the trait condition, five personality traits—competence, dominance, likeability, facial maturity, and trustworthiness—were rated in separate, randomly ordered blocks. Within each block, the faces wereSage Journals",550,The face of success: Inferences from chief executive officers' appearance predict company profits
"Addis, D.R., Wong, A.T., & Schacter, D.L. (2008). Age-related changes in the episodic simulation of future events. Psychological Science, 19(1), 33-41.","Episodic memory enables individuals to recollect past events as well as imagine possible future scenarios. Although the episodic specificity of past events declines as people grow older, it is unknown whether the same is true for future events. In an adapted version of the Autobiographical Interview, young and older participants generated past and future events. Transcriptions were segmented into distinct details that were classified as either internal (episodic) or external. Older adults generated fewer internal details than younger adults for past events, a result replicating previous findings; more important, we show that this deficit extends to future events. Furthermore, the number of internal details and the number of external details both showed correlations between past and future events. Finally, the number of internal details generated by older adults correlated with their relational memory abilities, a finding consistent with the constructive-episodic-simulation hypothesis, which holds that simulation of future episodes requires a system that can flexibly recombine details from past events into novel scenarios.Sage Journals",888,Age-related changes in the episodic simulation of future events
"Alter, A. L., Oppenheimer, D. M., Epley, N., & Eyre, R. N. (2007). Overcoming intuition: Metacognitive difficulty activates analytic reasoning. Journal of Experimental Psychology: General, 136, 569–576.  3445.136.4.569 Study 4","Humans appear to reason using two processing styles: System 1 processes that are quick, intuitive, and effortless and System 2 processes that are slow, analytical, and deliberate that occasionally correct the output of System 1. Four experiments suggest that System 2 processes are activated by metacognitive experiences of difficulty or disfluency during the process of reasoning. Incidental experiences of difficulty or disfluency—receiving information in a degraded font (Experiments 1 and 4), in difficult-to-read lettering (Experiment 2), or while furrowing one's brow (Experiment 3)—reduced the impact of heuristics and defaults in judgment (Experiments 1 and 3), reduced reliance on peripheral cues in persuasion (Experiment 2), and improved syllogistic reasoning (Experiment 4). Metacognitive experiences of difficulty or disfluency appear to serve as an alarm that activates analytic forms of reasoning that assess and sometimes correct the output of more intuitive forms of reasoning.American Psychological Association",1395,[HTML][HTML] Overcoming intuition: metacognitive difficulty activates analytic reasoning.
"Pacton, S., & Perruchet, P. (2008). An attention-based associative account of adjacent and nonadjacent dependency learning. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34, 80-96.","In 5 experiments, results showed that when participants are faced with materials embedding relations between both adjacent and nonadjacent elements, they learn exclusively the type of relations they had to actively process in order to meet the task demands, irrespective of the spatial contiguity of the paired elements. These results are consonant with current theories positing that attention is a necessary condition for learning. More important, the results provide support for a more radical conception, in which the joint attentional processing of 2 events is also a sufficient condition for learning the relation between them. The well-documented effect of contiguity could be a by-product of the fact that attention generally focuses on contiguous events. This reappraisal considerably extends the scope of approaches based on associative or statistical processes.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",161,An attention-based associative account of adjacent and nonadjacent dependency learning.
"Giessner, S. R., & Schubert, T. W. (2007). High in the hierarchy: How vertical location and judgments of leaders’ power are interrelated. Organizational Behavior and Human Decision Processes, 104, 30–44.  .obhdp.2006. Study 1a",,441,[HTML][HTML] High in the hierarchy: How vertical location and judgments of leaders' power are interrelated
"Gray, H. M., Gray, K., & Wegner, D. M. (2007). Dimensions of mind perception. science, 315(5812), 619-619.","Participants compared the mental capacities of various human and nonhuman characters via online surveys. Factor analysis revealed two dimensions of mind perception, Experience (for example, capacity for hunger) and Agency (for example, capacity for self-control). The dimensions predicted different moral judgments but were both related to valuing of mind.AAAS",2539,Dimensions of mind perception
"Forti, S., & Humphreys, G.W. (2008). Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field. Psychological Science, 19(1), 42-48.","We contrasted visual search for targets presented in prototypical views and targets presented in non-prototypical views, when targets were defined by their names and when they were defined by the action that would normally be performed on them. The likelihood of the first fixation falling on the target was increased for prototypical-view targets falling in the lower visual field. When targets were defined by actions, the durations of fixations were reduced for targets in the lower field. The results are consistent with eye movements in search being affected by representations within the dorsal visual stream, where there is strong representation of the lower visual field. These representations are sensitive to the familiarity or the affordance offered by objects in prototypical views, and they are influenced by action-based templates for targets.Sage Journals",13,Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field
"Van Lange, P. A. M., Otten, W., De Bruin, E. M. N., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73, 733–746.  Study 3","The authors adopt an interdependence analysis of social value orientation, proposing that prosocial, individualistic, and competitive orientations are (a) partially rooted in different patterns of social interaction as experienced during the periods spanning early childhood to young adulthood and (b) further shaped by different patterns of social interaction as experienced during early adulthood, middle adulthood, and old age. Congruent with this analysis, results revealed that relative to individualists and competitors, prosocial individuals exhibited greater levels of secure attachment (Studies 1 and 2) and reported having more siblings, especially sisters (Study 3). Finally, the prevalence of prosocials increased—and the prevalence of individualists and competitors decreased—from early adulthood to middle adulthood and old age (Study 4).(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",1914,"Development of prosocial, individualistic, and competitive orientations: theory and preliminary evidence."
"Dehaene, S., Nakamura, K., Jobert, A., Kuroki, C., Ogawa, S., & Cohen, L. (2010). Why do children make mirror errors in reading? Neural correlates of mirror invariance in the visual word form area. Neuroimage, 49(2), 1837-1848.","Young children often make mirror errors when learning to read and write, for instance writing their first name from right to left in English. This competence vanishes in most adult readers, who typically cannot read mirror words but retain a strong competence for mirror recognition of images. We used fast behavioral and fMRI repetition priming to probe the brain mechanisms underlying mirror generalization and its absence for words in adult readers. In two groups of French and Japanese readers, we show that the left fusiform visual word form area, a major site of learning during reading acquisition, simultaneously shows a maximal effect of mirror priming for pictures and an absence of mirror priming for words. Thus, learning to read recruits an area which possesses a property of mirror invariance, seemingly present in all primates, which is deleterious for letter recognition and may explain children's transient mirror errors.Elsevier",228,[HTML][HTML] Why do children make mirror errors in reading? Neural correlates of mirror invariance in the visual word form area
"Paxton, J. M., Ungar, L., & Greene, J. D. (2012). Reflection and reasoning in moral judgment. Cognitive science, 36(1), 163-177."," While there is much evidence for the influence of automatic emotional responses on moral judgment, the roles of reflection and reasoning remain uncertain. In Experiment 1, we induced subjects to be more reflective by completing the Cognitive Reflection Test (CRT) prior to responding to moral dilemmas. This manipulation increased utilitarian responding, as individuals who reflected more on the CRT made more utilitarian judgments. A follow‐up study suggested that trait reflectiveness is also associated with increased utilitarian judgment. In Experiment 2, subjects considered a scenario involving incest between consenting adult siblings, a scenario known for eliciting emotionally driven condemnation that resists reasoned persuasion. Here, we manipulated two factors related to moral reasoning: argument strength and deliberation time. These factors interacted in a manner consistent with moral reasoning: A strong argument defending the incestuous behavior was more persuasive than a weak argument, but only when increased deliberation time encouraged subjects to reflect.Wiley Online Library",650,Reflection and reasoning in moral judgment
"Porter, S. C., Rheinschmidt-Same, M., & Richeson, J. A. (2016). Inferring identity from language: Linguistic intergroup bias informs social categorization. Psychological science, 27(1), 94-102.","The present research examined whether a communicator’s verbal, implicit message regarding a target is used as a cue for inferring that communicator’s social identity. Previous research has found linguistic intergroup bias (LIB) in individuals’ speech: They use abstract language to describe in-group targets’ desirable behaviors and concrete language to describe their undesirable behaviors (favorable LIB), but use concrete language for out-group targets’ desirable behaviors and abstract language for their undesirable behaviors (unfavorable LIB). Consequently, one can infer the type of language a communicator is likely to use to describe in-group and out-group targets. We hypothesized and found evidence for the reverse inference. Across four studies, individuals inferred a communicator’s social identity on the basis of the communicator’s use of an LIB. Specifically, participants more strongly believed that a communicator and target shared a social identity when the communicator used the favorable, rather than the unfavorable, LIB in describing that target.Sage Journals",53,Inferring identity from language: Linguistic intergroup bias informs social categorization
"Epley, N., & Gilovich, T. (2006). The anchoring-and-adjustment heuristic: Why the adjustments are insufficient. Psychological science, 17(4), 311-318. Study 2a","One way to make judgments under uncertainty is to anchor on information that comes to mind and adjust until a plausible estimate is reached. This anchoring-and-adjustment heuristic is assumed to underlie many intuitive judgments, and insufficient adjustment is commonly invoked to explain judgmental biases. However, despite extensive research on anchoring effects, evidence for adjustment-based anchoring biases has only recently been provided, and the causes of insufficient adjustment remain unclear. This research was designed to identify the origins of insufficient adjustment. The results of two sets of experiments indicate that adjustments from self-generated anchor values tend to be insufficient because they terminate once a plausible value is reached (Studies 1a and 1b) unless one is able and willing to search for a more accurate estimate (Studies 2a-2c).Sage Journals",1438,The anchoring-and-adjustment heuristic: Why the adjustments are insufficient
"Reitsma-van Rooijen, M., & Daamen, D. D. L. (2006). Subliminal anchoring: The effects of subliminally presented numbers on probability estimates. Journal of Experimental Social Psychology, 42(3), 380–387.","Previous research demonstrated that if attention is paid to a supraliminally presented number, a subsequent quantitative estimate assimilates towards this number (the anchor effect). One explanation states that this effect is merely caused by the heightened accessibility level of the anchor value itself. Based on this numeric priming account and generalizing from subliminal priming studies, we expected a short-lived subliminal anchor effect. We presented participants subliminally with a low or high anchor value (10 or 90) and next they had to estimate the probability of an epidemic. Half of them were pressed to do this quickly. Only under time pressure, a significant anchor effect emerged.Elsevier",49,[HTML][HTML] Subliminal anchoring: The effects of subliminally presented numbers on probability estimates
"Crosby, J.R., Monin, B., & Richardson, D. (2008). Where do we look during potentially offensive behavior? Psychological Science, 19(3), 226-228.","METHODTwenty-five non-Black undergraduates participated for course credit or a payment of $10. They sat unrestrained about 30 in. from an ASL 504 remote eye-tracking camera (Applied Science Laboratories, Bedford, MA) at the base of a 17-in. LCD display. A Dell desktop computer calculated point of gaze and passed the information every 33 ms to a PowerMac G4, which controlled stimulus presentation and collected gaze-duration data. Following a calibration routine (2–5 min), participants read:‘‘Please watch the following discussion. At the conclusion of the discussion you will be asked questions about the discussion content and/or the discussion participants.’’The prerecorded video then began (Fig. 1a), and participants’ eye movements were tracked for its duration.At the start of the video, an off-screen voice established that either all discussants could hear each other (headphones on) or the bottom two discussants (which included the Black individual) could not hear the others (headphones off). To reinforce this information, discussants raised their hands if they could hear each other, and one affirmed,‘‘So, it’s just two of us now?’’or ‘‘So, it’s all four of us now?’’The footage was otherwise identical in the two conditions.Sage Journals",105,Where do we look during potentially offensive behavior?
"Hart, Y., Dillon, M. R., Marantan, A., Cardenas, A. L., Spelke, E., & Mahadevan, L. (2018). The statistical shape of geometric reasoning. Scientific reports, 8(1), 1-12.",,Related articles,[PDF][PDF] REASONING
"Centerbar, D.B., Schnall, S., Clore, G.L., & Garvin, E.D. (2008). Affective incoherence: When affective concepts and embodied reactions clash. Journal of Personality and Social Psychology, 94(4), 560-578. doi:","In five studies, the authors examined the effects on cognitive performance of coherence and incoherence between conceptual and experiential sources of affective information. The studies crossed the priming of happy and sad concepts with affective experiences. In different experiments, these included approach or avoidance actions, happy or sad feelings, and happy or sad expressive behaviors. In all studies, coherence between affective concepts and affective experiences led to better recall of a story than did affective incoherence. The authors suggest that the experience of such experiential affective cues serves as evidence of the appropriateness of affective concepts that come to mind. The results suggest that affective coherence has epistemic benefits and that incoherence is costly in terms of cognitive performance.American Psychological Association",93,[HTML][HTML] Affective incoherence: when affective concepts and embodied reactions clash.
"Monin, B., Sawyer, P. J., & Marquez, M. J. (2008). The rejection of moral rebels: resenting those who do the right thing. Journal of personality and social psychology, 95(1), 76.","Four studies document the rejection of moral rebels. In Study 1, participants who made a counterattitudinal speech disliked a person who refused on principle to do so, but uninvolved observers preferred this rebel to an obedient other. In Study 2, participants taking part in a racist task disliked a rebel who refused to go along, but mere observers did not. This rejection was mediated by the perception that rebels would reject obedient participants (Study 3), but did not occur when participants described an important trait or value beforehand (Study 4). Together, these studies suggest that rebels are resented when their implicit reproach threatens the positive self-image of individuals who did not rebel.American Psychological Association",472,[HTML][HTML] The rejection of moral rebels: resenting those who do the right thing.
"Schnall, S., Benton, J., & Harvey, S. (2008). With a Clean Conscience: Cleanliness Reduces the Severity of Moral Judgments. Psychological Science, 19(12), 1219-1222.  Study 1","Theories of moral judgment have long emphasized reasoning and conscious thought while downplaying the role of intuitive and contextual influences. However, recent research has demonstrated that incidental feelings of disgust can influence moral judgments and make them more severe. This study involved two experiments demonstrating that the reverse effect can occur when the notion of physical purity is made salient, thus making moral judgments less severe. After having the cognitive concept of cleanliness activated (Experiment 1) or after physically cleansing themselves after experiencing disgust (Experiment 2), participants found certain moral actions to be less wrong than did participants who had not been exposed to a cleanliness manipulation. The findings support the idea that moral judgment can be driven by intuitive processes, rather than deliberate reasoning. One of those intuitions appears to be physical purity, because it has a strong connection to moral purity.Sage Journals",767,With a clean conscience: Cleanliness reduces the severity of moral judgments
"Lemay, E.P., & Clark, M.S. Walking on eggshells: How expressing relationship insecurities perpetuates them. Journal of Personality and Social Psychology, 95(2), 420-441.","The authors present a model positing that when people are insecure about a relationship partner's acceptance, they often express emotional vulnerabilities to the partner, which causes them to believe the partner views them as highly vulnerable and insecure. In turn, this belief causes them to doubt the authenticity of the partner's expressions of positive regard, which may perpetuate the experience and expression of insecurity that initiated the process. Prototypes of interactions with interpersonally vulnerable individuals included partners' inauthentic expressions of regard (Study 1). Suggesting that these prototypes are applied to personal relationships when vulnerabilities are expressed, those who claimed to have expressed vulnerabilities doubted the partner's authenticity because they believed that they were viewed as vulnerable (Studies 2A, 2B, and 4). Authenticity doubts in turn predicted perceptions of rejection (Studies 3 and 4), which in turn predicted partner derogation and subsequent expressions of vulnerability (Study 4). An experimental manipulation of reflected appraisals of vulnerability increased doubts about the authenticity of a new acquaintance's expressions of emotion (Study 5). Relational insecurity may be perpetuated via the intrapersonal cognitive consequences of expressing it.(PsycInfo Database Record (c) 2020 APA, all rights reserved)American Psychological Association",118,""" Walking on eggshells"": how expressing relationship insecurities perpetuates them."
"Heine, S.J., Buchtel, E.E., & Norenzayan, A. (2008). What do cross‐national comparisons of personality traits tell us? The case of conscientiousness. Psychological Science, 19(4), 309-313.","Much research contrasts self-reported personality traits across cultures. We submit that this enterprise is weakened by significant methodological problems (in particular, the reference-group effect) that undermine the validity of national averages of personality scores. In this study, behavioral and demographic predictors of conscientiousness were correlated with different cross-national measures of conscientiousness based on self-reports, peer reports, and perceptions of national character. The predictors correlated strongly with perceptions of national character, but not with self-reports and peer reports. Country-level self- and peer-report measures of conscientiousness failed as markers of between-nation differences in personality.Sage Journals",316,What do cross-national comparisons of personality traits tell us? The case of conscientiousness
"Risen, J. L., & Gilovich, T. (2008). Why people are reluctant to  tempt fate. Journal of Personality and Social Psychology, 95, 293–307.  Study 2","The present research explored the belief that it is bad luck to “tempt fate.” Studies 1 and 2 demonstrated that people do indeed have the intuition that actions that tempt fate increase the likelihood of negative outcomes. Studies 3–6 examined our claim that the intuition is due, in large part, to the combination of the automatic tendencies to attend to negative prospects and to use accessibility as a cue when judging likelihood. Study 3 demonstrated that negative outcomes are more accessible following actions that tempt fate than following actions that do not tempt fate. Studies 4 and 5 demonstrated that the heightened accessibility of negative outcomes mediates the elevated perceptions of likelihood. Finally, Study 6 examined the automatic nature of the underlying processes. The types of actions that are thought to tempt fate as well as the role of society and culture in shaping this magical belief are discussed.American Psychological Association",205,[HTML][HTML] Why people are reluctant to tempt fate.
"Zhong, C.-B., & Liljenquist, K. (2006). Washing away your sins: Threatened morality and physical cleansing. Science, 313, 1451–1452.  Study 2","Physical cleansing has been a focal element in religious ceremonies for thousands of years. The prevalence of this practice suggests a psychological association between bodily purity and moral purity. In three studies, we explored what we call the “Macbeth effect”—that is, a threat to one's moral purity induces the need to cleanse oneself. This effect revealed itself through an increased mental accessibility of cleansing-related concepts, a greater desire for cleansing products, and a greater likelihood of taking antiseptic wipes. Furthermore, we showed that physical cleansing alleviates the upsetting consequences of unethical behavior and reduces threats to one's moral self-image. Daily hygiene routines such as washing hands, as simple and benign as they might seem, can deliver a powerful antidote to threatened morality, enabling people to truly wash away their sins.AAAS",1697,Washing away your sins: Threatened morality and physical cleansing
"Berry, C.J., Shanks, D.R., & Henson, R.N. A single-system account of the relationship between priming, recognition, and fluency. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(1), 97-111.","A single-system computational model of priming and recognition was applied to studies that have looked at the relationship between priming, recognition, and fluency in continuous identification paradigms. The model was applied to 3 findings that have been interpreted as evidence for a multiple-systems account:(a) priming can occur for items not recognized;(b) the pattern of identification reaction times (RTs) to hits, misses, correct rejections, and false alarms can change as a function of recognition performance; and (c) fluency effects (shorter RTs to words judged old vs. judged new) and priming effects (shorter RTs to old vs. new words) can be observed in amnesic patients at levels comparable with healthy adults despite impaired or near-chance recognition. The authors' simulations suggest, contrary to previous interpretations, that these results are consistent with a single-system account.American Psychological Association",92,"[HTML][HTML] A single-system account of the relationship between priming, recognition, and fluency."
"Dai, X., Wertenbroch, K., & Brendl, C. M. (2008). The value heuristic in judgments of relative frequency. Psychological Science, 19(1), 18.","METHODThirty female and 38 male Sorbonne University undergraduates viewed a randomized sequence of 57 pictures of flowers and 57 pictures of birds presented on a computer screen. We did not reveal these frequencies. Participants then learned that they would receive 2b for each previously seen picture from one of the two categories (either birds or flowers). To determine the endowed category, respondents flipped a coin. Next, we asked them to estimate the number of pictures in each category. To provide an incentive for accuracy, we promised an additional h1. 00 for each estimate that fell within 5 of the actual number. Finally, participants rated whether they believed the endowed category had been determined randomly (scale from 0, not at all, to 6, very much). Five participants were excluded from the analysis because they misunderstood which category was endowed.Citeseer",91,[PDF][PDF] The value heuristic in judgments of relative frequency
"S. M. Tully, H. E. Hershfield, T. Meyvis, Seeking lasting enjoyment with limited money: Financial constraints increase preference for material goods over experiences. J. Consum. Res. 42, 59–75 Study 5"," Consumers with limited discretionary money face important trade-offs when deciding how to spend it. In the current research, we suggest that feelings of financial constraint increase consumers’ concern about the lasting utility of their purchases, which in turn increases their preference for material goods over experiences. The results of seven studies confirm that the consideration of financial constraints shifts consumers’ preferences toward material goods (rather than experiences), and that this systematic shift is due to an increased concern about the longevity of the purchase. This preference shift persists even when the material goods are more frivolous than the experiences, indicating that the effect is not driven by an increased desire for sensible and justifiable purchases. However, the shift toward material purchases disappears when the material good is unusually short lived, further implicating concern about longevity as the key driver of the effect. Finally, the consideration of financial constraints increases preference for material purchases even when the potential memories that experiences can provide are made explicitly salient. Together, these results indicate that financially constrained consumers spend their discretionary money on material purchases as a means of securing long-term consumption utility.Oxford University Press",249,Seeking lasting enjoyment with limited money: Financial constraints increase preference for material goods over experiences
"Daw, N. D., Gershman, S. J., Seymour, B., Dayan, P., & Dolan, R. J. (2011). Model-based influences on humans' choices and striatal prediction errors. Neuron, 69(6), 1204-1215.","The mesostriatal dopamine system is prominently implicated in model-free reinforcement learning, with fMRI BOLD signals in ventral striatum notably covarying with model-free prediction errors. However, latent learning and devaluation studies show that behavior also shows hallmarks of model-based planning, and the interaction between model-based and model-free values, prediction errors, and preferences is underexplored. We designed a multistep decision task in which model-based and model-free influences on human choice behavior could be distinguished. By showing that choices reflected both influences we could then test the purity of the ventral striatal BOLD signal as a model-free report. Contrary to expectations, the signal reflected both model-free and model-based predictions in proportions matching those that best explained choice behavior. These results challenge the notion of a separate model-free learner and suggest a more integrated computational architecture for high-level human decision-making.cell.com",2083,[HTML][HTML] Model-based influences on humans' choices and striatal prediction errors
"DeWall, C. N., & Bushman, B. J. (2009). Hot under the collar in a lukewarm environment: Words associated with hot temperature increase aggressive thoughts and hostile perceptions. Journal of Experimental Social Psychology, 45(4), 1045-1047.","To describe mental states that precede aggression and violence, people frequently use words related to hot temperatures. Two experiments examined whether exposure to words related to hot temperatures increases aggressive thoughts, even in the absence of heat. In both experiments, participants were first exposed to words related to either heat, cold, or neutral concepts. Next, participants completed measures that assessed aggressive cognition. In Experiment 1, participants completed a word stem completion task in which some word stems (e.g., “ki _ _”) could be completed with either aggressive (e.g., “kill”) or nonaggressive (e.g., “kiss”) words. In Experiment 2, participants were presented with an ambiguous description of a person and then provided ratings regarding that person’s hostility. In both studies, exposure to hot temperature words, relative to cold temperature and neutral words, increased aggressive thoughts and hostile perceptions. These findings show a strong link in memory between words related to hot temperatures and aggressive thoughts and biases.Elsevier",92,[HTML][HTML] Hot under the collar in a lukewarm environment: Words associated with hot temperature increase aggressive thoughts and hostile perceptions
"Blankenship, K. L., & Wegener, D. T. (2008). Opening the mind to close it: Considering a message in light of important values increases message processing and later resistance to change. Journal of Personality and Social Psychology, 94, 196-213.","Past research showed that considering a persuasive message in light of important rather than unimportant values creates attitudes that resist later attack. The traditional explanation is that the attitudes come to express the value or that a cognitive link between the value and attitude enhances resistance. However, the current research showed that another explanation is plausible. Similar to other sources of involvement, considering important rather than unimportant values increases processing of the message considered in light of those values. This occurs when the values are identified as normatively high or low in importance and when the perceived importance differs across participants for the same values. The increase in processing creates resistance to later attacks, and unlike past research, individual-level measures of initial amount of processing mediate value importance effects on later resistance to change. Important values motivate processing because they increase personal involvement with the issue, rather than creating attitudes that represent or express core values.American Psychological Association",138,[HTML][HTML] Opening the mind to close it: considering a message in light of important values increases message processing and later resistance to change.
"Ward, A. F., Duke, K., Gneezy, A., & Bos, M. W. (2017). Brain drain: The mere presence of one’s own smartphone reduces available cognitive capacity. Journal of the Association for Consumer Research, 2(2), 140-154. Study 2","Our smartphones enable—and encourage—constant connection to information, entertainment, and each other. They put the world at our fingertips, and rarely leave our sides. Although these devices have immense potential to improve welfare, their persistent presence may come at a cognitive cost. In this research, we test the “brain drain” hypothesis that the mere presence of one’s own smartphone may occupy limited-capacity cognitive resources, thereby leaving fewer resources available for other tasks and undercutting cognitive performance. Results from two experiments indicate that even when people are successful at maintaining sustained attention—as when avoiding the temptation to check their phones—the mere presence of these devices reduces available cognitive capacity. Moreover, these cognitive costs are highest for those highest in smartphone dependence. We conclude by discussing the practical implications of this smartphone-induced brain drain for consumer decision-making and consumer welfare.The University of Chicago Press",1085,Brain drain: The mere presence of one's own smartphone reduces available cognitive capacity
