ref_original,abstract,cited_by_count,gs_title
"Ganor-Stern, D., & Tzelgov, J. (2008). Across-notation automatic numerical processing. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(2), 430-437.","In this article, the authors explored the existence of across-notation automatic numerical processing using size comparison and same-different paradigms. Participants were Arabic speakers, who used 2 sets of numerical symbols--Arabic and Indian. They were presented with number pairs in the same notation (Arabic or Indian) or in different ones (Arabic and Indian). In the size comparison paradigm, 2 digits differing both numerically and physically were compared on the physical dimension. Nevertheless, there was evidence that participants automatically processed the irrelevant numerical dimension in different notation pairs. In the same-different paradigm, 2 digits were presented either in the same or in different notations. Participants had to indicate whether the 2 digits were physically the same. The results again showed evidence for the automatic processing of numerical magnitude for pairs in different notations. Findings of both experiments suggest that numbers in different notations are automatically translated into a common representation of magnitude, in line with M. McCloskey's (1992) abstract representation model.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",91,Across-notation automatic numerical processing.
"García-Castro, J. D., Rodríguez-Bailón, R., & Willis, G. B. (2020). Perceiving economic inequality in everyday life decreases tolerance to inequality. Journal of Experimental Social Psychology, 90, 104019.","Economic inequality is one of the main issues of modern societies, and one of the ways to reduce it is through decreasing inequality tolerance and increasing support for economic redistribution. However, there are no consistent results in previous research about the relationship between perceived economic inequality, tolerance to inequality, and support for redistributive policies. In this paper, we argue that rather than measuring the effects of abstract perceived inequality (e.g., measured at the country level), it is important to consider Perceived Economic Inequality in Everyday Life (PEIEL) and close relationships. In one correlational study (N = 207) we found that a PEIEL scale predicts intolerance toward inequality controlling for the common measures of perceived inequality. Moreover, we developed a novel manipulation which was validated in a pilot study (N = 293), and in four experimental studies (N = 261; N = 373; N = 289, N = 289), we found that PEIEL decreases tolerance to inequality. Furthermore, we found a preliminary indirect effect of PEIEL on attitudes toward redistribution through intolerance to inequality. A mini meta-analysis using political ideology, social class, sex, and age as covariates, corroborated these results. All studies were preregistered. In short, these results highlight the importance of perceived inequality in everyday life as an additional tool when considering the psychosocial effects of economic inequality.Elsevier",123,[HTML][HTML] Perceiving economic inequality in everyday life decreases tolerance to inequality
"Okonofua, J. A., Paunesku, D., & Walton, G. M. (2016). Brief intervention to encourage empathic discipline cuts suspension rates in half among adolescents. Proceedings of the National Academy of Sciences, 113(19), 5221-5226.","Growing suspension rates predict major negative life outcomes, including adult incarceration and unemployment. Experiment 1 tested whether teachers (n = 39) could be encouraged to adopt an empathic rather than punitive mindset about discipline—to value students’ perspectives and sustain positive relationships while encouraging better behavior. Experiment 2 tested whether an empathic response to misbehavior would sustain students’ (n = 302) respect for teachers and motivation to behave well in class. These hypotheses were confirmed. Finally, a randomized field experiment tested a brief, online intervention to encourage teachers to adopt an empathic mindset about discipline. Evaluated at five middle schools in three districts (Nteachers = 31; Nstudents = 1,682), this intervention halved year-long student suspension rates from 9.6% to 4.8%. It also bolstered respect the most at-risk students, previously suspended students, perceived from teachers. Teachers’ mindsets about discipline directly affect the quality of teacher–student relationships and student suspensions and, moreover, can be changed through scalable intervention.pnas.org",573,Brief intervention to encourage empathic discipline cuts suspension rates in half among adolescents
"Glikson, E., Cheshin, A., & Kleef, G. A. V. (2018). The dark side of a smiley: Effects of smiling emoticons on virtual first impressions. Social Psychological and Personality Science, 9(5), 614-625.","First impressions are heavily influenced by emotional expressions such as smiles. In face-to-face contact, smiling individuals are perceived as warmer and as more competent than nonsmiling individuals. In computer-mediated communication, which is primarily text-based, the “smiley” (☺) constitutes the digital representation of a smile. But is a smiley a suitable replacement for a smile? We conducted three experiments to examine the impact of smiley use on virtual first impressions in work-related contexts. Our findings provide first-time evidence that, contrary to actual smiles, smileys do not increase perceptions of warmth and actually decrease perceptions of competence. Perceptions of low competence in turn undermined information sharing. The adverse effects of smiley use are moderated by the formality of the social context and mediated by perceptions of message appropriateness. These results indicate that a smiley is not a smile. The findings have implications for theorizing on the social functionality of virtual emotional expressions.Sage Journals",201,The dark side of a smiley: Effects of smiling emoticons on virtual first impressions
"Richter, F. R., & Yeung, N. (2012). Memory and cognitive control in task switching. Psychological Science, 23(10), 1256-1263.","Cognitive control and memory are fundamentally intertwined, but interactions between the two have only recently received sustained research interest. In the study reported here, we used a novel paradigm to investigate how control influences memory encoding and, conversely, how memory measures can provide new insight into flexible cognitive control. Participants switched between classifying objects and words, then were tested for their recognition memory of items presented in this task-switching phase. Task switching impaired memory for task-relevant information but actually improved memory for task-irrelevant information, which indicates that control demands reduced the selectivity of memory encoding rather than causing a general memory decline. Recognition memory strength provided a robust trial-by-trial measure of the effectiveness of cognitive control that “predicted” earlier task-switching performance. It also revealed a substantial influence of bottom-up factors on between-task competition, but only on trials in which participants had to switch from one type of classification to the other. Collectively, our findings illustrate how cognitive control and bottom-up factors interact to simultaneously influence both current performance and future memory.Sage Journals",75,Memory and cognitive control in task switching
"Tieu, L., Yatsushiro, K., Cremers, A., Romoli, J., Sauerland, U., & Chemla, E. (2017). On the role of alternatives in the acquisition of simple and complex disjunctions in French and Japanese. Journal of Semantics, 34(1), 127-152."," When interpreting disjunctive sentences of the form ‘A or B’, young children have been reported to differ from adults in two ways. First, children have been reported to interpret disjunction inclusively rather than exclusively, accepting ‘A or B’ in contexts in which both A and B are true (; ). Second, some children have been reported to interpret disjunction conjunctively, rejecting ‘A or B’ in contexts in which only one of the disjuncts is true (; ; ; ). In this article, we extend the investigation of children's interpretation of disjunction to include both simple and complex forms of disjunction, in two typologically unrelated languages: French and Japanese. First, given that complex disjunctions have been argued to give rise to obligatory exclusivity inferences , we investigated whether the obligatoriness of the inference would play a role in the acquisition of the exclusive interpretation. Second, using a paradigm that makes the use of disjunction felicitous, we aimed to establish whether the finding of conjunctive interpretations would be replicated for both simple and complex forms of disjunction, and in languages other than English. The main findings from our experiment are that both French- and Japanese-speaking children interpreted the simple and complex disjunctions either inclusively or conjunctively; in contrast, adults generally accessed exclusive readings of both disjunctions. We argue that our results lend further support to the proposal put forth in , according to which the reason some children compute conjunctive meanings while adults compute exclusive meanings is that the two groups differ in their respective sets of alternatives for disjunction. Crucially, adults access conjunction as an alternative to disjunction, and compute exclusive interpretations; in contrast, children access only the individual disjuncts as alternatives, and therefore either interpret the disjunction literally or compute conjunctive inferences. More generally, our findings can be explained quite naturally within recent proposals according to which children differ from adults in the computation of scalar inferences because they are more restricted than adults in the set of scalar alternatives they can access (; , among others).Oxford University Press",91,On the role of alternatives in the acquisition of simple and complex disjunctions in French and Japanese
"Sherman, G. D., Haidt, J., & Clore, G. L. (2012). The faintest speck of dirt: Disgust enhances the detection of impurity. Psychological Science, 23(12), 1506-1514.","Purity is commonly regarded as being physically embodied in the color white, with even trivial deviations from whiteness indicating a loss of purity. In three studies, we explored the implications of this “white = pure” association for disgust, an emotion that motivates the detection and avoidance of impurities that threaten purity and cleanliness. We hypothesized that disgust tunes perception to prioritize the light end of the light-dark spectrum, which results in a relative hypersensitivity to changes in lightness in this range. In Studies 1 and 2, greater sensitivity to disgusting stimuli was associated with greater ability to make subtle gray-scale discriminations (e.g., detecting a faint gray stimulus against a white background) at the light end of the spectrum relative to ability to make subtle gray-scale discriminations at the dark end of the spectrum. In Study 3, after viewing disgusting images, disgust-sensitive individuals demonstrated a heightened ability to detect deviations from white. These findings suggest that disgust not only motivates people to avoid impurities, but actually makes them better able to see them.Sage Journals",58,The faintest speck of dirt: Disgust enhances the detection of impurity
"Risen, J. L., & Gilovich, T. (2008). Why people are reluctant to tempt fate. Journal of personality and social psychology, 95(2), 293.","The present research explored the belief that it is bad luck to “tempt fate.” Studies 1 and 2 demonstrated that people do indeed have the intuition that actions that tempt fate increase the likelihood of negative outcomes. Studies 3–6 examined our claim that the intuition is due, in large part, to the combination of the automatic tendencies to attend to negative prospects and to use accessibility as a cue when judging likelihood. Study 3 demonstrated that negative outcomes are more accessible following actions that tempt fate than following actions that do not tempt fate. Studies 4 and 5 demonstrated that the heightened accessibility of negative outcomes mediates the elevated perceptions of likelihood. Finally, Study 6 examined the automatic nature of the underlying processes. The types of actions that are thought to tempt fate as well as the role of society and culture in shaping this magical belief are discussed.American Psychological Association",205,[HTML][HTML] Why people are reluctant to tempt fate.
"Chopra, S., Tessler, M. H., & Goodman, N. D. (2019, July). The first crank of the cultural ratchet: Learning and transmitting concepts through language. In CogSci (pp. 226-232).","Human knowledge accumulates over generations, amplifyingour individual learning abilities. What is the mechanism ofthis accumulation? Here, we explore how language allows ac-curate transmission of conceptual knowledge. We introduce anovel experimental paradigm that allows direct comparison oflearning from examples and learning from language. In ourexperiment, a teacher first learns a Boolean concept from ex-amples; they then communicate this concept to a student in afree conversation; finally, we test both teacher and student onthe same transfer items. We find that learning from languageis both sufficient and efficient: Students achieve accuracy veryclose to their teachers, while studying for less time. We thenexplore the language used by teachers and find heavy relianceon generics and quantifiers. Taken together, these results sug-gest that cultural accumulation of conceptual knowledge arisesfrom the ability of language to directly convey generalizations.escholarship.org",34,The first crank of the cultural ratchet: Learning and transmitting concepts through language
"Yorkston, E., and Menon, G. (2004). A sound idea: phonetic effects of brand names on consumer judgments. J. Consum. Res. 31, 43–51. doi:  Study 1"," In this article we examine a phenomenon known as sound symbolism, where the sound of a word conveys meanings. Specifically, brand names are composed of individual sounds called phonemes and we investigate how this phonetic structure of brand names affects a consumer's evaluation of products and their underlying attributes. We demonstrate that consumers use information they gather from phonemes in brand names to infer product attributes and to evaluate brands. We also demonstrate that the manner in which phonetic effects of brand names manifest is automatic in as much as it is uncontrollable, outside awareness and effortless.Oxford University Press",626,A sound idea: Phonetic effects of brand names on consumer judgments
"Rütgen, M., Seidel, E. M., Silani, G., Riečanský, I., Hummer, A., Windischberger, C., ... & Lamm, C. (2015). Placebo analgesia and its opioidergic regulation suggest that empathy for pain is grounded in self pain. Proceedings of the National Academy of Sciences, 112(41), E5638-E5646 (unpleasantness ratings)","Empathy for pain activates brain areas partially overlapping with those underpinning the first-hand experience of pain. It remains unclear, however, whether such shared activations imply that pain empathy engages similar neural functions as first-hand pain experiences. To overcome the limitations of previous neuroimaging research, we pursued a conceptually novel approach: we used the phenomenon of placebo analgesia to experimentally reduce the first-hand experience of pain, and assessed whether this results in a concomitant reduction of empathy for pain. We first carried out a functional MRI experiment (n = 102) that yielded results in the expected direction: participants experiencing placebo analgesia also reported decreased empathy for pain, and this was associated with reduced engagement of anterior insular and midcingulate cortex: that is, areas previously associated with shared activations in pain and empathy for pain. In a second step, we used a psychopharmacological manipulation (n = 50) to determine whether these effects can be blocked via an opioid antagonist. The administration of the opioid antagonist naltrexone blocked placebo analgesia and also resulted in a corresponding “normalization” of empathy for pain. Taken together, these findings suggest that pain empathy may be associated with neural responses and neurotransmitter activity engaged during first-hand pain, and thus might indeed be grounded in our own pain experiences.pnas.org",253,Placebo analgesia and its opioidergic regulation suggest that empathy for pain is grounded in self pain
"Mani, A., Mullainathan, S., Shafir, E., & Zhao, J. (2013). Poverty impedes cognitive function. science, 341(6149), 976-980.","The poor often behave in less capable ways, which can further perpetuate poverty. We hypothesize that poverty directly impedes cognitive function and present two studies that test this hypothesis. First, we experimentally induced thoughts about finances and found that this reduces cognitive performance among poor but not in well-off participants. Second, we examined the cognitive function of farmers over the planting cycle. We found that the same farmer shows diminished cognitive performance before harvest, when poor, as compared with after harvest, when rich. This cannot be explained by differences in time available, nutrition, or work effort. Nor can it be explained with stress: Although farmers do show more stress before harvest, that does not account for diminished cognitive performance. Instead, it appears that poverty itself reduces cognitive capacity. We suggest that this is because poverty-related concerns consume mental resources, leaving less for other tasks. These data provide a previously unexamined perspective and help explain a spectrum of behaviors among the poor. We discuss some implications for poverty policy.AAAS",3714,Poverty impedes cognitive function
"Makhanova, A., Miller, S. L., & Maner, J. K. (2015). Germs and the out-group: Chronic and situational disease concerns affect intergroup categorization. Evolutionary Behavioral Sciences, 9(1), 8–19. Study 2","Throughout human evolutionary history, members of unfamiliar out-groups are likely to have posed significant disease threats. The current studies assessed whether concerns about disease would bias people toward categorizing social targets as members of an unfamiliar out-group. Using a minimal group paradigm, 2 experiments assessed the extent to which perceivers categorized neutral targets and those displaying heuristic disease cues as members of the in-group versus the out-group. A bias toward categorizing targets with heuristic disease cues (but not neutral targets) as members of the novel out-group was observed among people high in chronic germ aversion and among those for whom disease threat had been experimentally primed. Consistent with theories emphasizing the pernicious dangers potentially posed by out-group pathogens, this bias was strongest if the targets were also a part of a racial out-group. Findings suggest a fundamental link between disease avoidance processes and biases in intergroup cognition.(PsycInfo Database Record (c) 2022 APA, all rights reserved)American Psychological Association",79,Germs and the out-group: Chronic and situational disease concerns affect intergroup categorization.
"Nicholls, M. E. R., Churches, O. & Loetscher, T. (2018). Perception of an ambiguous figure is affected by own-age social biases. Scientific Reports, 8, 12661.","Although the perception of faces depends on low-level neuronal processes, it is also affected by high-level social processes. Faces from a social in-group, such as people of a similar age, receive more in-depth processing and are processed holistically. To explore whether own-age biases affect subconscious face perception, we presented participants with the young/old lady ambiguous figure. Mechanical Turk was used to sample participants of varying ages from the USA. Results demonstrated that younger and older participants estimated the age of the image as younger and older, respectively. This own-age effect ties in with socio-cultural practices, which are less inclusive towards the elderly. Participants were not aware the study was related to ageing and the stimulus was shown briefly. The results therefore demonstrate that high-level social group processes have a subconscious effect on the early stages of face processing. A neural feedback model is used to explain this interaction.nature.com",36,Perception of an ambiguous figure is affected by own-age social biases
"Alter, A.A., & Oppenheimer, D.M. (2008). Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle). Psychological Science, 19, 161-167.","People construe the world along a continuum from concretely (focusing on specific, local details) to abstractly (focusing on global essences). We show that people are more likely to interpret the world abstractly when they experience cognitive disfluency, or difficulty processing stimuli in the environment, than when they experience cognitive fluency. We observed this effect using three instantiations of fluency: visual perceptual fluency (Study 1b), conceptual priming fluency (Study 2b), and linguistic fluency (Study 3). Adopting the framework of construal theory, we suggest that one mechanism for this effect is perceivers' tendency to interpret disfluently processed stimuli as farther from their current position than fluently processed stimuli (Studies 1a and 2a). Sage Journals",369,"Effects of Fluency on Psychological Distance and Mental Construal (or Why New York Is a Large City, but New York Is a Civilized Jungle)"
"Bassok, M., Pedigo, S.F., & Oskarsson, A.T (2008). Priming Addition Facts with Semantic Relations. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34, 343-352.","Results from 2 relational-priming experiments suggest the existence of an automatic analogical coordination between semantic and arithmetic relations. Word pairs denoting object sets served as primes in a task that elicits"" obligatory"" activation of addition facts (5+ 3 activates 8; J. LeFevre, J. Bisanz, & L. Mrkonjic, 1988). Semantic relations between the priming words were either aligned or misaligned with the structure of addition (M. Bassok, VM Chase, & SA Martin, 1998). Obligatory activation of addition facts occurred when the digits were primed by categorically related words (tulips-daisies), which are aligned with addition, but did not occur when the digits were primed by unrelated words (hens-radios, Experiment 1) or by functionally related words (records-songs, Experiment 2), which are misaligned with addition. These findings lend support to the viability of automatic analogical priming (BA Spellman, KJ Holyoak, & RG Morrison, 2001) and highlight the relevance of arithmetic applications to theoretical accounts of mental arithmetic.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",135,Priming addition facts with semantic relations.
"Janssen, N., Alario, F.X., & Caramazza, A. (2008). A word-order constraint on phonological activation. Psychological Science, 19(3), 216-220.","Word-order rules impose major constraints on linguistic behavior. For example, adjectives appear before nouns in English, and after nouns in French. This means that constraints on word order must be language-specific properties upheld on-line by the language system. Despite the importance of these rules, little is known about how they operate. We report an influence of word order on the activation of phonological representations. Participants were presented with colored objects and asked to name either the colors or the objects; the phonological similarity between the object and color names was manipulated. French speakers showed a phonological congruency effect in color naming, but not in object naming. English participants yielded the opposite pattern: a phonological effect in object naming, but not in color naming. Differences in the typical order of nouns and adjectives in French and English provide a plausible account for this cross-linguistic contrast. More generally, these results provide direct evidence for the operation of word-order constraints during language production.Sage Journals",29,A word-order constraint on phonological activation
"Shah, A. K., Shafir, E., & Mullainathan, S. (2015). Scarcity frames value. Psychological science, 26(4), 402-412.","Economic models of decision making assume that people have a stable way of thinking about value. In contrast, psychology has shown that people’s preferences are often malleable and influenced by normatively irrelevant contextual features. Whereas economics derives its predictions from the assumption that people navigate a world of scarce resources, recent psychological work has shown that people often do not attend to scarcity. In this article, we show that when scarcity does influence cognition, it renders people less susceptible to classic context effects. Under conditions of scarcity, people focus on pressing needs and recognize the trade-offs that must be made against those needs. Those trade-offs frame perception more consistently than irrelevant contextual cues, which exert less influence. The results suggest that scarcity can align certain behaviors more closely with traditional economic predictions.Sage Journals",599,Scarcity frames value
"Tamir, M., Mitchell, C., & Gross, J.J. (2008). Hedonic and instrumental motives in anger regulation. Psychological Science, 19(4). 324-328.","What motivates individuals to regulate their emotions? One answer, which has been highlighted in emotion-regulation research, is that individuals are motivated by short-term hedonic goals (e.g., the motivation to feel pleasure). Another answer, however, is that individuals are motivated by instrumental goals (e.g., the motivation to perform certain behaviors). We suggest that both answers have merit. To demonstrate the role instrumental goals may play in emotion regulation, we pitted short-term hedonic motives and instrumental motives against each other, by testing whether individuals were motivated to experience a potentially useful, albeit unpleasant, emotion. We found that (a) individuals preferred activities that would increase their level of anger (but not their level of excitement) when they were anticipating confrontational, but not nonconfrontational, tasks and that (b) anger improved performance in a confrontational, but not a non-confrontational, task. These findings support a functional view of emotion regulation, and demonstrate that in certain contexts, individuals may choose to experience emotions that are instrumental, despite short-term hedonic costs.Sage Journals",686,Hedonic and instrumental motives in anger regulation
"Markant, D. B., & Gureckis, T. M. (2014). Is it better to select or to receive? Learning via active and passive hypothesis testing. Journal of Experimental Psychology: General, 143(1), 94.","People can test hypotheses through either selection or reception. In a selection task, the learner actively chooses observations to test his or her beliefs, whereas in reception tasks data are passively encountered. People routinely use both forms of testing in everyday life, but the critical psychological differences between selection and reception learning remain poorly understood. One hypothesis is that selection learning improves learning performance by enhancing generic cognitive processes related to motivation, attention, and engagement. Alternatively, we suggest that differences between these 2 learning modes derives from a hypothesis-dependent sampling bias that is introduced when a person collects data to test his or her own individual hypothesis. Drawing on influential models of sequential hypothesis-testing behavior, we show that such a bias (a) can lead to the collection of data that facilitates learning compared with reception learning and (b) can be more effective than observing the selections of another person. We then report a novel experiment based on a popular category learning paradigm that compares reception and selection learning. We additionally compare selection learners to a set of “yoked” participants who viewed the exact same sequence of observations under reception conditions. The results revealed systematic differences in performance that depended on the learner’s role in collecting information and the abstract structure of the problem.(PsycInfo Database Record (c) 2020 APA, all rights reserved)American Psychological Association",210,Is it better to select or to receive? Learning via active and passive hypothesis testing.
"Asch, S. E. (1946). Forming impressions of personality. The Journal of Abnormal and Social Psychology, 41(3), 258-290. , Experiment 1",,7083,Forming impressions of personality.
"Rosenbaum, D., Mama, Y., & Algom, D. (2017). Stand by your Stroop: Standing up enhances selective attention and cognitive control. Psychological Science, 28, 1864–1867.","It is rarely recognized that people are dual taskers all the time. They must simultaneously control body posture and whatever cognitive task they are engaged in at the moment. Even a common position like standing engages complex attentional and physiological mechanisms (more than the usual default sitting position does; eg, Kerr, Condon, & McDonald, 1985; Lajoie, Teasdale, Bard, & Fleury, 1993; for a review, see Samuel, Solomon, & Mohan, 2015; Woollacott & Shumway-Cook, 2002). The posture-attention bond has been investigated mainly with the goal of determining the effect of attention and cognition on the maintenance of posture. In this study, we examined the reverse causal link: the effect of standing as opposed to sitting on the selectivity of attention. To gauge the selectivity of attention, we used psychology’s classic tool, the Stroop effect: the larger the Stroop effect, the greater the failure of selective attention to the target attribute. During standing, multiple muscles must be tonically active because the line of gravity falls slightly in front of the knees and ankles, so that “no one stands absolutely still”(Samuel et al., 2015, p. 72). Attention must be continuously engaged to maintain this posture because there is no such thing as quiet standing. Given that “stance postural control [is] attentionally demanding”(Woollacott & Shumway-Cook, 2002, p. 2), how do the extra attentional demands affect performance in a concurrent cognitive task? The scant literature on this question (mainly in the domains of gerontology and physiology, usually with a pragmatic purpose) presents conflicting results: Some studies show that standing impairs performance (eg, Kerr et al., 1985), whereas other researchers report that standing improves performance (eg, Hazamy et al., 2017). Mainstream cognitive research can provide a clue given the possibility that the continuous maintenance of the standing posture imposes a potentially stressful load on the organism. Now it has been shown that the selectivity of attention improves under stress (eg, Chajut & Algom, 2003) and load (eg, Lavie, Hirst, De Fockert, & Viding, 2004); recent studies show that stress and load share the same physiological and attentional mechanism (eg, Sato, Takenaka, & Kawahara, 2012; Tiferet-Dweck et al., 2016).One must be circumspect, though, when considering the effect of standing-induced stress on selective attention: In general, if a secondary task (eg, maintenance of posture) is made more difficult, it decreases performance on a cognitively demanding primary task. Stress indeed impairs performance in tasks of divided attention, integration of information, or decision making (eg, Keinan, 1987). However, selective attention is a notable exception: It has been repeatedly shown that stress or load (or both) actually improves the selectivity of attention.Sage Journals",92,Stand by your stroop: Standing up enhances selective attention and cognitive control
"Child, S., Oakhill, J., & Garnham, A. (2018). You’re the emotional one: the role of perspective for emotion processing in reading comprehension. Language, cognition and neuroscience, 33(7), 878-889.","Two experiments were conducted to explore whether perspective influences the way readers engage with and process emotional information while reading. Texts presenting characters in an emotional situation from either a personal or an onlooker perspective were presented and reading times were measured for each sentence. Participants also provided emotional self-ratings after reading. In the first experiment, positive texts were processed with greater ease, especially when readers experienced the texts from a personal perspective. In Experiment 2, an emotional match/mismatch was inserted so that a final explicit emotion word either matched or mismatched the emotional valence of the text. Mismatch effects were stronger and more consistent for the personal perspective. The two experiments provide evidence that the perspective of the reader can influence emotion processing. Processing of emotional information was easier for the personal perspective, and readers were more sensitive to inconsistent emotional information from that perspective.Taylor & Francis Online",29,You're the emotional one: The role of perspective for emotion processing in reading comprehension
"Hauser, M. D., Cushman, F. A., Young, L., Jin, R., & Mikhail, J. M. (2007). A dissociation between moral judgments and justifications. Mind & Language, 22, 1–21.  Study 1, Scenarios 3 and 4"," To what extent do moral judgments depend on conscious reasoning from explicitly understood principles? We address this question by investigating one particular moral principle, the principle of the double effect. Using web‐based technology, we collected a large data set on individuals’ responses to a series of moral dilemmas, asking when harm to innocent others is permissible. Each moral dilemma presented a choice between action and inaction, both resulting in lives saved and lives lost. Results showed that: (1) patterns of moral judgments were consistent with the principle of double effect and showed little variation across differences in gender, age, educational level, ethnicity, religion or national affiliation (within the limited range of our sample population) and (2) a majority of subjects failed to provide justifications that could account for their judgments. These results indicate that the principle of the double effect may be operative in our moral judgments but not open to conscious introspection. We discuss these results in light of current psychological theories of moral cognition, emphasizing the need to consider the unconscious appraisal system that mentally represents the causal and intentional properties of human action.Wiley Online Library",1064,A dissociation between moral judgments and justifications
"Lambon Ralph, M.A., & Ehsan, S. (2006). Age of acquisition effects depend on the mapping between representations and the frequency of occurrence: Empirical and computational evidence, Visual Cognition, 13:7-8, 928-948.",,149,Age of acquisition effects depend on the mapping between representations and the frequency of occurrence: Empirical and computational evidence.
"Amodio, D. M., Devine, P. G., & Harmon-Jones, E. (2008). Individual differences in the regulation of intergroup bias: The role of conflict monitoring and neural signals for control. Journal of Personality and Social Psychology, 94(1), 60-74.",,364,Individual differences in the regulation of intergroup bias: the role of conflict monitoring and neural signals for control.
"Feinberg, M., & Willer, R. (2013). The moral roots of environmental attitudes. Psychological science, 24(1), 56-62.","Americans’ attitudes about the environment are highly polarized, but it is unclear why this is the case. We conducted five studies to examine this issue. Studies 1a and 1b demonstrated that liberals, but not conservatives, view the environment in moral terms and that this tendency partially explains the relation between political ideology and environmental attitudes. Content analyses of newspaper op-eds (Study 2a) and public-service announcements (Study 2b) found that contemporary environmental discourse is based largely on moral concerns related to harm and care, which are more deeply held by liberals than by conservatives. However, we found that reframing proenvironmental rhetoric in terms of purity, a moral value resonating primarily among conservatives, largely eliminated the difference between liberals’ and conservatives’ environmental attitudes (Study 3). These results establish the importance of moralization as a cause of polarization on environmental attitudes and suggest that reframing environmental discourse in different moral terms can reduce the gap between liberals and conservatives in environmental concern.Sage Journals",1149,The moral roots of environmental attitudes
"Redden, J. P., & Hoch, S. J. (2009). The presence of variety reduces perceived quantity. Journal of Consumer Research, 36(3), 406-417., Study 3"," Against common intuition, we find that variety in an assortment reduces its perceived quantity. Two studies show that people provide larger quantity estimates when shown random patterns of identical colored dots or geometric shapes than when those patterns contain variety. The difference in perceived quantity does not grow as the number of different types increases beyond two, and it disappears if the overall area occupied by the set is made salient through context. We attribute the results to the natural consolidation of identical items into a single Gestalt whole that makes the set seem larger. Two additional studies show that this perceptual influence also causes people to pour more when using varied items to match a sample of food. The article closes with a discussion of the potential implications of these findings for variety research and portion control.Oxford University Press",97,The presence of variety reduces perceived quantity
"Makovski, Tal; Sussman, Rachel; Jiang, Yuhong V. (2008). Orienting attention in visual working memory reduces interference from memory probes. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34.2: 369-380.","Given a changing visual environment, and the limited capacity of visual working memory (VWM), the contents of VWM must be in constant flux. Using a change detection task, the authors show that VWM is subject to obligatory updating in the face of new information. Change detection performance is enhanced when the item that may change is retrospectively cued 1 s after memory encoding and 0.5 s before testing. The retro-cue benefit cannot be explained by memory decay or by a reduction in interference from other items held in VWM. Rather, orienting attention to a single memory item makes VWM more resistant to interference from the test probe. The authors conclude that the content of VWM is volatile unless it receives focused attention, and that the standard change detection task underestimates VWM capacity.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",338,Orienting attention in visual working memory reduces interference from memory probes.
"Alvarez, G.A. & Oliva, A. (2008). The representation of simple ensemble visual features outside the focus of attention. Psychological Science, 19(4), 392-398.","The representation of visual information inside the focus of attention is more precise than the representation of information outside the focus of attention. We found that the visual system can compensate for the cost of withdrawing attention by pooling noisy local features and computing summary statistics. The location of an individual object is a local feature, whereas the center of mass of several objects (centroid) is a summary feature representing the mean object location. Three experiments showed that withdrawing attention degraded the representation of individual positions more than the representation of the centroid. It appears that information outside the focus of attention can be represented at an abstract level that lacks local detail, but nevertheless carries a precise statistical summary of the scene. The term ensemble features refers to a broad class of statistical summary features that we propose collectively make up the representation of information outside the focus of attention.Sage Journals",484,The representation of simple ensemble visual features outside the focus of attention
"Smith, K.C., Davoli, C.C., Knapp, W.H., & Abrams, R.A. (2019) Standing enhances cognitive control and alters visual search. Attention, Perception, and Psychophysics, 81, 2320–2329."," Postural changes and the maintenance of postural stability have been shown to affect many aspects of cognition. Here we examined the extent to which selective visual attention may differ between standing and seated postures in three tasks: the Stroop color-word task, a task-switching paradigm, and visual search. We found reduced Stroop interference, a reduction in switch costs, and slower search rates in the visual search task when participants stood compared to when they sat while performing the tasks. The results suggest that the postural demands associated with standing enhance cognitive control, revealing broad connections between body posture and cognitive mechanisms.Springer",50,Standing enhances cognitive control and alters visual search
"Nairne, J.S., Pandeirada, J.N.S., & Thompson, S.R. (2008). Adaptive memory: The comparative value of survival processing. Psychological Science, 19(2), 176–180.","We recently proposed that human memory systems are “tuned” to remember information that is processed for survival, perhaps as a result of fitness advantages accrued in the ancestral past. This proposal was supported by experiments in which participants showed superior memory when words were rated for survival relevance, at least relative to when words received other forms of deep processing. The current experiments tested the mettle of survival memory by pitting survival processing against conditions that are universally accepted as producing excellent retention, including conditions in which participants rated words for imagery, pleasantness, and self-reference; participants also generated words, studied words with the intention of learning them, or rated words for relevance to a contextually rich (but non-survival-related) scenario. Survival processing yielded the best retention, which suggests that it may be one of the best encoding procedures yet discovered in the memory field. Sage Journals",500,Adaptive memory: The comparative value of survival processing
